"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 19 10:38:50 GMT 2023","Tue Dec 19 10:38:54 GMT 2023","4137","","Validação da home principal","","","","Deve validar o banner do portal",""
"passed","Tue Dec 19 10:39:41 GMT 2023","Tue Dec 19 10:39:44 GMT 2023","3179","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Dec 19 10:38:35 GMT 2023","Tue Dec 19 10:38:41 GMT 2023","6661","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Tue Dec 19 10:39:46 GMT 2023","Tue Dec 19 10:39:54 GMT 2023","7437","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"failed","Tue Dec 19 10:40:49 GMT 2023","Tue Dec 19 10:40:56 GMT 2023","6956","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Dec 19 10:38:19 GMT 2023","Tue Dec 19 10:38:27 GMT 2023","8322","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Tue Dec 19 10:39:54 GMT 2023","Tue Dec 19 10:40:00 GMT 2023","6590","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"passed","Tue Dec 19 10:38:27 GMT 2023","Tue Dec 19 10:38:35 GMT 2023","7407","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Tue Dec 19 10:39:21 GMT 2023","Tue Dec 19 10:39:33 GMT 2023","11218","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Dec 19 10:38:54 GMT 2023","Tue Dec 19 10:38:57 GMT 2023","3422","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Tue Dec 19 10:40:27 GMT 2023","Tue Dec 19 10:40:33 GMT 2023","6569","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"failed","Tue Dec 19 10:40:33 GMT 2023","Tue Dec 19 10:40:40 GMT 2023","6649","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"failed","Tue Dec 19 10:40:40 GMT 2023","Tue Dec 19 10:40:47 GMT 2023","7143","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"passed","Tue Dec 19 10:38:41 GMT 2023","Tue Dec 19 10:38:48 GMT 2023","6682","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Tue Dec 19 10:40:20 GMT 2023","Tue Dec 19 10:40:26 GMT 2023","6552","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Tue Dec 19 10:40:13 GMT 2023","Tue Dec 19 10:40:20 GMT 2023","6406","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"passed","Tue Dec 19 10:39:33 GMT 2023","Tue Dec 19 10:39:41 GMT 2023","8565","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Tue Dec 19 10:40:00 GMT 2023","Tue Dec 19 10:40:07 GMT 2023","6380","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Tue Dec 19 10:40:07 GMT 2023","Tue Dec 19 10:40:13 GMT 2023","6655","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
