"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Dec 26 11:00:07 GMT 2023","Tue Dec 26 11:00:14 GMT 2023","7105","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"failed","Tue Dec 26 11:00:00 GMT 2023","Tue Dec 26 11:00:07 GMT 2023","6672","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"passed","Tue Dec 26 10:58:29 GMT 2023","Tue Dec 26 10:58:36 GMT 2023","7162","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Tue Dec 26 11:00:27 GMT 2023","Tue Dec 26 11:00:33 GMT 2023","6290","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Tue Dec 26 10:58:21 GMT 2023","Tue Dec 26 10:58:29 GMT 2023","7896","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Tue Dec 26 11:00:33 GMT 2023","Tue Dec 26 11:00:40 GMT 2023","6348","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"passed","Tue Dec 26 10:59:22 GMT 2023","Tue Dec 26 10:59:33 GMT 2023","10785","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Tue Dec 26 11:00:47 GMT 2023","Tue Dec 26 11:00:55 GMT 2023","7203","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Dec 26 10:59:33 GMT 2023","Tue Dec 26 10:59:41 GMT 2023","8383","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Tue Dec 26 10:59:46 GMT 2023","Tue Dec 26 10:59:53 GMT 2023","7327","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"passed","Tue Dec 26 10:58:43 GMT 2023","Tue Dec 26 10:58:49 GMT 2023","6540","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Dec 26 10:59:41 GMT 2023","Tue Dec 26 10:59:44 GMT 2023","2990","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Dec 26 10:58:51 GMT 2023","Tue Dec 26 10:58:55 GMT 2023","4341","","Validação da home principal","","","","Deve validar o banner do portal",""
"failed","Tue Dec 26 10:59:53 GMT 2023","Tue Dec 26 11:00:00 GMT 2023","6733","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"failed","Tue Dec 26 11:00:21 GMT 2023","Tue Dec 26 11:00:27 GMT 2023","6322","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Tue Dec 26 11:00:40 GMT 2023","Tue Dec 26 11:00:46 GMT 2023","6121","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"failed","Tue Dec 26 11:00:14 GMT 2023","Tue Dec 26 11:00:21 GMT 2023","6722","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"passed","Tue Dec 26 10:58:55 GMT 2023","Tue Dec 26 10:58:58 GMT 2023","3097","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"passed","Tue Dec 26 10:58:36 GMT 2023","Tue Dec 26 10:58:43 GMT 2023","6450","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
