"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 02 10:11:21 GMT 2024","Tue Jan 02 10:11:25 GMT 2024","3927","","Validação da home principal","","","","Deve validar o banner do portal",""
"passed","Tue Jan 02 10:11:25 GMT 2024","Tue Jan 02 10:11:28 GMT 2024","3258","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"passed","Tue Jan 02 10:11:13 GMT 2024","Tue Jan 02 10:11:19 GMT 2024","6774","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Tue Jan 02 10:13:07 GMT 2024","Tue Jan 02 10:13:14 GMT 2024","7594","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"failed","Tue Jan 02 10:12:20 GMT 2024","Tue Jan 02 10:12:26 GMT 2024","6105","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Tue Jan 02 10:12:46 GMT 2024","Tue Jan 02 10:12:52 GMT 2024","6599","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"failed","Tue Jan 02 10:11:55 GMT 2024","Tue Jan 02 10:12:01 GMT 2024","6517","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Tue Jan 02 10:12:26 GMT 2024","Tue Jan 02 10:12:32 GMT 2024","6252","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Tue Jan 02 10:11:06 GMT 2024","Tue Jan 02 10:11:13 GMT 2024","6467","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Tue Jan 02 10:12:06 GMT 2024","Tue Jan 02 10:12:13 GMT 2024","7278","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"passed","Tue Jan 02 10:10:51 GMT 2024","Tue Jan 02 10:10:59 GMT 2024","8414","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Tue Jan 02 10:12:13 GMT 2024","Tue Jan 02 10:12:20 GMT 2024","6518","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"failed","Tue Jan 02 10:12:32 GMT 2024","Tue Jan 02 10:12:39 GMT 2024","6370","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"passed","Tue Jan 02 10:12:01 GMT 2024","Tue Jan 02 10:12:05 GMT 2024","3086","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Tue Jan 02 10:11:47 GMT 2024","Tue Jan 02 10:11:55 GMT 2024","8072","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Jan 02 10:10:59 GMT 2024","Tue Jan 02 10:11:06 GMT 2024","6761","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Tue Jan 02 10:12:59 GMT 2024","Tue Jan 02 10:13:05 GMT 2024","6545","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"failed","Tue Jan 02 10:12:39 GMT 2024","Tue Jan 02 10:12:46 GMT 2024","6633","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Tue Jan 02 10:12:52 GMT 2024","Tue Jan 02 10:12:59 GMT 2024","6390","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
