"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Oct 20 10:38:44 GMT 2023","Fri Oct 20 10:38:51 GMT 2023","6698","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Fri Oct 20 10:38:17 GMT 2023","Fri Oct 20 10:38:21 GMT 2023","3861","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Fri Oct 20 10:37:55 GMT 2023","Fri Oct 20 10:38:08 GMT 2023","12693","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Fri Oct 20 10:39:04 GMT 2023","Fri Oct 20 10:39:11 GMT 2023","6932","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Fri Oct 20 10:36:54 GMT 2023","Fri Oct 20 10:37:02 GMT 2023","7783","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Fri Oct 20 10:37:09 GMT 2023","Fri Oct 20 10:37:16 GMT 2023","6801","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Fri Oct 20 10:39:27 GMT 2023","Fri Oct 20 10:39:37 GMT 2023","9804","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Fri Oct 20 10:37:23 GMT 2023","Fri Oct 20 10:37:28 GMT 2023","4772","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Fri Oct 20 10:39:18 GMT 2023","Fri Oct 20 10:39:25 GMT 2023","6523","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"failed","Fri Oct 20 10:38:31 GMT 2023","Fri Oct 20 10:38:37 GMT 2023","6264","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"failed","Fri Oct 20 10:38:51 GMT 2023","Fri Oct 20 10:38:57 GMT 2023","6694","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"passed","Fri Oct 20 10:37:18 GMT 2023","Fri Oct 20 10:37:23 GMT 2023","5101","","Validação da home principal","","","","Deve validar o banner do portal",""
"failed","Fri Oct 20 10:38:24 GMT 2023","Fri Oct 20 10:38:31 GMT 2023","7580","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"passed","Fri Oct 20 10:38:08 GMT 2023","Fri Oct 20 10:38:17 GMT 2023","8921","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Fri Oct 20 10:38:37 GMT 2023","Fri Oct 20 10:38:44 GMT 2023","6475","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"passed","Fri Oct 20 10:36:45 GMT 2023","Fri Oct 20 10:36:54 GMT 2023","8868","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Fri Oct 20 10:39:11 GMT 2023","Fri Oct 20 10:39:18 GMT 2023","6888","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"passed","Fri Oct 20 10:37:02 GMT 2023","Fri Oct 20 10:37:09 GMT 2023","7014","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Fri Oct 20 10:38:57 GMT 2023","Fri Oct 20 10:39:04 GMT 2023","6776","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
