"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 02 10:35:33 GMT 2024","Fri Feb 02 10:35:36 GMT 2024","3231","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Fri Feb 02 10:36:40 GMT 2024","Fri Feb 02 10:36:46 GMT 2024","6310","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"passed","Fri Feb 02 10:35:20 GMT 2024","Fri Feb 02 10:35:27 GMT 2024","6677","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Fri Feb 02 10:35:13 GMT 2024","Fri Feb 02 10:35:20 GMT 2024","6580","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Fri Feb 02 10:37:19 GMT 2024","Fri Feb 02 10:37:25 GMT 2024","6497","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"failed","Fri Feb 02 10:36:46 GMT 2024","Fri Feb 02 10:36:53 GMT 2024","6446","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"failed","Fri Feb 02 10:37:27 GMT 2024","Fri Feb 02 10:37:35 GMT 2024","7769","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"failed","Fri Feb 02 10:37:12 GMT 2024","Fri Feb 02 10:37:19 GMT 2024","6362","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"passed","Fri Feb 02 10:35:28 GMT 2024","Fri Feb 02 10:35:33 GMT 2024","4650","","Validação da home principal","","","","Deve validar o banner do portal",""
"failed","Fri Feb 02 10:36:59 GMT 2024","Fri Feb 02 10:37:06 GMT 2024","6909","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Fri Feb 02 10:37:06 GMT 2024","Fri Feb 02 10:37:12 GMT 2024","6336","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"failed","Fri Feb 02 10:36:53 GMT 2024","Fri Feb 02 10:36:59 GMT 2024","6547","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"passed","Fri Feb 02 10:36:01 GMT 2024","Fri Feb 02 10:36:12 GMT 2024","11601","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Fri Feb 02 10:36:33 GMT 2024","Fri Feb 02 10:36:40 GMT 2024","6324","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"passed","Fri Feb 02 10:35:06 GMT 2024","Fri Feb 02 10:35:13 GMT 2024","7440","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Fri Feb 02 10:34:57 GMT 2024","Fri Feb 02 10:35:06 GMT 2024","8342","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Fri Feb 02 10:36:12 GMT 2024","Fri Feb 02 10:36:21 GMT 2024","8676","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Fri Feb 02 10:36:26 GMT 2024","Fri Feb 02 10:36:33 GMT 2024","7747","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"passed","Fri Feb 02 10:36:21 GMT 2024","Fri Feb 02 10:36:24 GMT 2024","3151","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
