"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 30 10:11:54 GMT 2023","Thu Nov 30 10:12:00 GMT 2023","6033","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"failed","Thu Nov 30 10:11:33 GMT 2023","Thu Nov 30 10:11:40 GMT 2023","6898","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Thu Nov 30 10:10:42 GMT 2023","Thu Nov 30 10:10:49 GMT 2023","7199","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Thu Nov 30 10:12:00 GMT 2023","Thu Nov 30 10:12:06 GMT 2023","6476","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Thu Nov 30 10:12:12 GMT 2023","Thu Nov 30 10:12:18 GMT 2023","6149","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"failed","Thu Nov 30 10:12:37 GMT 2023","Thu Nov 30 10:12:43 GMT 2023","6075","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"passed","Thu Nov 30 10:10:57 GMT 2023","Thu Nov 30 10:11:04 GMT 2023","6366","","Validação da home principal","","","","Deve validar o banner do portal",""
"failed","Thu Nov 30 10:12:18 GMT 2023","Thu Nov 30 10:12:25 GMT 2023","6740","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Thu Nov 30 10:12:25 GMT 2023","Thu Nov 30 10:12:31 GMT 2023","6132","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Thu Nov 30 10:10:35 GMT 2023","Thu Nov 30 10:10:42 GMT 2023","6360","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Thu Nov 30 10:10:49 GMT 2023","Thu Nov 30 10:10:56 GMT 2023","6738","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Thu Nov 30 10:11:04 GMT 2023","Thu Nov 30 10:11:06 GMT 2023","2837","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"passed","Thu Nov 30 10:10:25 GMT 2023","Thu Nov 30 10:10:35 GMT 2023","9794","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Thu Nov 30 10:12:45 GMT 2023","Thu Nov 30 10:12:54 GMT 2023","8814","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"failed","Thu Nov 30 10:12:31 GMT 2023","Thu Nov 30 10:12:37 GMT 2023","5961","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"failed","Thu Nov 30 10:11:44 GMT 2023","Thu Nov 30 10:11:53 GMT 2023","9469","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"failed","Thu Nov 30 10:12:06 GMT 2023","Thu Nov 30 10:12:12 GMT 2023","6297","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Thu Nov 30 10:11:40 GMT 2023","Thu Nov 30 10:11:42 GMT 2023","2738","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Thu Nov 30 10:11:23 GMT 2023","Thu Nov 30 10:11:33 GMT 2023","9444","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
