"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 09 10:58:56 GMT 2024","Fri Feb 09 10:59:02 GMT 2024","6249","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"passed","Fri Feb 09 10:57:13 GMT 2024","Fri Feb 09 10:57:20 GMT 2024","6471","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Fri Feb 09 10:57:20 GMT 2024","Fri Feb 09 10:57:26 GMT 2024","6465","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Fri Feb 09 10:57:58 GMT 2024","Fri Feb 09 10:58:10 GMT 2024","11519","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Fri Feb 09 10:59:10 GMT 2024","Fri Feb 09 10:59:16 GMT 2024","6295","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"failed","Fri Feb 09 10:59:24 GMT 2024","Fri Feb 09 10:59:32 GMT 2024","7710","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Fri Feb 09 10:58:10 GMT 2024","Fri Feb 09 10:58:18 GMT 2024","8572","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Fri Feb 09 10:58:44 GMT 2024","Fri Feb 09 10:58:50 GMT 2024","6456","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Fri Feb 09 10:57:28 GMT 2024","Fri Feb 09 10:57:32 GMT 2024","4343","","Validação da home principal","","","","Deve validar o banner do portal",""
"failed","Fri Feb 09 10:58:23 GMT 2024","Fri Feb 09 10:58:31 GMT 2024","7820","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"passed","Fri Feb 09 10:56:58 GMT 2024","Fri Feb 09 10:57:06 GMT 2024","8158","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Fri Feb 09 10:58:18 GMT 2024","Fri Feb 09 10:58:21 GMT 2024","2986","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Fri Feb 09 10:59:02 GMT 2024","Fri Feb 09 10:59:10 GMT 2024","7439","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Fri Feb 09 10:57:06 GMT 2024","Fri Feb 09 10:57:13 GMT 2024","6919","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Fri Feb 09 10:59:16 GMT 2024","Fri Feb 09 10:59:23 GMT 2024","6522","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"failed","Fri Feb 09 10:58:38 GMT 2024","Fri Feb 09 10:58:44 GMT 2024","6289","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Fri Feb 09 10:58:50 GMT 2024","Fri Feb 09 10:58:56 GMT 2024","5724","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"passed","Fri Feb 09 10:57:32 GMT 2024","Fri Feb 09 10:57:35 GMT 2024","3151","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Fri Feb 09 10:58:31 GMT 2024","Fri Feb 09 10:58:38 GMT 2024","6706","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
