"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 28 10:10:48 GMT 2023","Thu Dec 28 10:10:53 GMT 2023","4213","","Validação da home principal","","","","Deve validar o banner do portal",""
"passed","Thu Dec 28 10:10:34 GMT 2023","Thu Dec 28 10:10:40 GMT 2023","6627","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Thu Dec 28 10:12:03 GMT 2023","Thu Dec 28 10:12:10 GMT 2023","6506","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Thu Dec 28 10:10:19 GMT 2023","Thu Dec 28 10:10:27 GMT 2023","7848","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Thu Dec 28 10:12:10 GMT 2023","Thu Dec 28 10:12:17 GMT 2023","6550","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"failed","Thu Dec 28 10:11:57 GMT 2023","Thu Dec 28 10:12:03 GMT 2023","6364","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Thu Dec 28 10:12:17 GMT 2023","Thu Dec 28 10:12:23 GMT 2023","6365","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Thu Dec 28 10:12:30 GMT 2023","Thu Dec 28 10:12:36 GMT 2023","6553","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"failed","Thu Dec 28 10:11:43 GMT 2023","Thu Dec 28 10:11:50 GMT 2023","7297","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"failed","Thu Dec 28 10:12:44 GMT 2023","Thu Dec 28 10:12:52 GMT 2023","7273","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Thu Dec 28 10:11:29 GMT 2023","Thu Dec 28 10:11:38 GMT 2023","8771","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Thu Dec 28 10:11:38 GMT 2023","Thu Dec 28 10:11:41 GMT 2023","3009","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Thu Dec 28 10:11:19 GMT 2023","Thu Dec 28 10:11:29 GMT 2023","10909","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Thu Dec 28 10:11:50 GMT 2023","Thu Dec 28 10:11:57 GMT 2023","6888","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"passed","Thu Dec 28 10:10:40 GMT 2023","Thu Dec 28 10:10:47 GMT 2023","6704","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Thu Dec 28 10:10:27 GMT 2023","Thu Dec 28 10:10:33 GMT 2023","6764","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Thu Dec 28 10:12:23 GMT 2023","Thu Dec 28 10:12:30 GMT 2023","6626","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Thu Dec 28 10:10:53 GMT 2023","Thu Dec 28 10:10:56 GMT 2023","3224","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Thu Dec 28 10:12:36 GMT 2023","Thu Dec 28 10:12:43 GMT 2023","6469","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
