"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Feb 15 10:29:40 GMT 2024","Thu Feb 15 10:29:47 GMT 2024","6342","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"failed","Thu Feb 15 10:29:47 GMT 2024","Thu Feb 15 10:29:53 GMT 2024","6268","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"passed","Thu Feb 15 10:28:30 GMT 2024","Thu Feb 15 10:28:34 GMT 2024","3107","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"passed","Thu Feb 15 10:29:07 GMT 2024","Thu Feb 15 10:29:16 GMT 2024","8206","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Thu Feb 15 10:28:18 GMT 2024","Thu Feb 15 10:28:25 GMT 2024","6427","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Thu Feb 15 10:29:34 GMT 2024","Thu Feb 15 10:29:40 GMT 2024","5757","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Thu Feb 15 10:29:53 GMT 2024","Thu Feb 15 10:30:00 GMT 2024","6725","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Thu Feb 15 10:30:00 GMT 2024","Thu Feb 15 10:30:06 GMT 2024","6445","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Thu Feb 15 10:28:05 GMT 2024","Thu Feb 15 10:28:12 GMT 2024","6870","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Thu Feb 15 10:30:21 GMT 2024","Thu Feb 15 10:30:28 GMT 2024","7747","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Thu Feb 15 10:28:12 GMT 2024","Thu Feb 15 10:28:18 GMT 2024","6440","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Thu Feb 15 10:28:56 GMT 2024","Thu Feb 15 10:29:07 GMT 2024","11372","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Thu Feb 15 10:29:20 GMT 2024","Thu Feb 15 10:29:28 GMT 2024","7997","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"passed","Thu Feb 15 10:28:26 GMT 2024","Thu Feb 15 10:28:30 GMT 2024","4276","","Validação da home principal","","","","Deve validar o banner do portal",""
"failed","Thu Feb 15 10:30:12 GMT 2024","Thu Feb 15 10:30:19 GMT 2024","6645","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"failed","Thu Feb 15 10:29:28 GMT 2024","Thu Feb 15 10:29:34 GMT 2024","6144","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"passed","Thu Feb 15 10:29:16 GMT 2024","Thu Feb 15 10:29:19 GMT 2024","3025","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Thu Feb 15 10:30:06 GMT 2024","Thu Feb 15 10:30:12 GMT 2024","6250","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"passed","Thu Feb 15 10:27:57 GMT 2024","Thu Feb 15 10:28:05 GMT 2024","8175","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
