"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 09 10:48:23 GMT 2024","Tue Jan 09 10:48:26 GMT 2024","3220","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Jan 09 10:47:15 GMT 2024","Tue Jan 09 10:47:22 GMT 2024","6633","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Tue Jan 09 10:49:09 GMT 2024","Tue Jan 09 10:49:16 GMT 2024","7020","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"failed","Tue Jan 09 10:49:23 GMT 2024","Tue Jan 09 10:49:29 GMT 2024","6665","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"passed","Tue Jan 09 10:47:00 GMT 2024","Tue Jan 09 10:47:08 GMT 2024","8360","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Tue Jan 09 10:49:31 GMT 2024","Tue Jan 09 10:49:39 GMT 2024","7810","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Jan 09 10:47:35 GMT 2024","Tue Jan 09 10:47:40 GMT 2024","4349","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Tue Jan 09 10:48:28 GMT 2024","Tue Jan 09 10:48:37 GMT 2024","8583","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"passed","Tue Jan 09 10:47:08 GMT 2024","Tue Jan 09 10:47:15 GMT 2024","7003","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Tue Jan 09 10:48:50 GMT 2024","Tue Jan 09 10:48:56 GMT 2024","6444","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"failed","Tue Jan 09 10:48:37 GMT 2024","Tue Jan 09 10:48:43 GMT 2024","6788","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"failed","Tue Jan 09 10:49:16 GMT 2024","Tue Jan 09 10:49:23 GMT 2024","6631","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"failed","Tue Jan 09 10:48:43 GMT 2024","Tue Jan 09 10:48:50 GMT 2024","6555","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"passed","Tue Jan 09 10:48:15 GMT 2024","Tue Jan 09 10:48:23 GMT 2024","8536","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Tue Jan 09 10:48:56 GMT 2024","Tue Jan 09 10:49:03 GMT 2024","6458","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"failed","Tue Jan 09 10:49:03 GMT 2024","Tue Jan 09 10:49:09 GMT 2024","5927","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"passed","Tue Jan 09 10:48:03 GMT 2024","Tue Jan 09 10:48:14 GMT 2024","11298","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Jan 09 10:47:30 GMT 2024","Tue Jan 09 10:47:35 GMT 2024","4657","","Validação da home principal","","","","Deve validar o banner do portal",""
"passed","Tue Jan 09 10:47:22 GMT 2024","Tue Jan 09 10:47:29 GMT 2024","6782","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
