"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jan 01 10:39:25 GMT 2024","Mon Jan 01 10:39:31 GMT 2024","6386","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Mon Jan 01 10:37:58 GMT 2024","Mon Jan 01 10:38:05 GMT 2024","6638","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Mon Jan 01 10:38:53 GMT 2024","Mon Jan 01 10:39:00 GMT 2024","6887","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Mon Jan 01 10:38:05 GMT 2024","Mon Jan 01 10:38:12 GMT 2024","6629","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Mon Jan 01 10:38:24 GMT 2024","Mon Jan 01 10:38:27 GMT 2024","3308","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"passed","Mon Jan 01 10:37:50 GMT 2024","Mon Jan 01 10:37:58 GMT 2024","8497","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Mon Jan 01 10:39:31 GMT 2024","Mon Jan 01 10:39:38 GMT 2024","6370","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"failed","Mon Jan 01 10:39:44 GMT 2024","Mon Jan 01 10:39:52 GMT 2024","7367","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Mon Jan 01 10:38:20 GMT 2024","Mon Jan 01 10:38:24 GMT 2024","4095","","Validação da home principal","","","","Deve validar o banner do portal",""
"failed","Mon Jan 01 10:39:19 GMT 2024","Mon Jan 01 10:39:25 GMT 2024","5939","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Mon Jan 01 10:39:12 GMT 2024","Mon Jan 01 10:39:19 GMT 2024","6530","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"passed","Mon Jan 01 10:38:12 GMT 2024","Mon Jan 01 10:38:18 GMT 2024","6494","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Mon Jan 01 10:39:05 GMT 2024","Mon Jan 01 10:39:12 GMT 2024","7364","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"failed","Mon Jan 01 10:39:38 GMT 2024","Mon Jan 01 10:39:44 GMT 2024","6368","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Mon Jan 01 10:40:07 GMT 2024","Mon Jan 01 10:40:14 GMT 2024","7114","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"failed","Mon Jan 01 10:39:52 GMT 2024","Mon Jan 01 10:39:59 GMT 2024","6877","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"passed","Mon Jan 01 10:39:00 GMT 2024","Mon Jan 01 10:39:03 GMT 2024","3301","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Mon Jan 01 10:38:45 GMT 2024","Mon Jan 01 10:38:53 GMT 2024","8054","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Mon Jan 01 10:39:59 GMT 2024","Mon Jan 01 10:40:05 GMT 2024","6744","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
