"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 24 10:46:07 GMT 2023","Fri Nov 24 10:46:14 GMT 2023","7547","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Fri Nov 24 10:47:43 GMT 2023","Fri Nov 24 10:47:48 GMT 2023","5720","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"failed","Fri Nov 24 10:48:17 GMT 2023","Fri Nov 24 10:48:24 GMT 2023","7015","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"failed","Fri Nov 24 10:47:30 GMT 2023","Fri Nov 24 10:47:36 GMT 2023","6342","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Fri Nov 24 10:48:09 GMT 2023","Fri Nov 24 10:48:15 GMT 2023","6444","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"failed","Fri Nov 24 10:47:24 GMT 2023","Fri Nov 24 10:47:30 GMT 2023","5943","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"failed","Fri Nov 24 10:47:17 GMT 2023","Fri Nov 24 10:47:24 GMT 2023","7577","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"passed","Fri Nov 24 10:47:12 GMT 2023","Fri Nov 24 10:47:15 GMT 2023","2981","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Fri Nov 24 10:47:37 GMT 2023","Fri Nov 24 10:47:43 GMT 2023","6211","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Fri Nov 24 10:46:21 GMT 2023","Fri Nov 24 10:46:27 GMT 2023","6068","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Fri Nov 24 10:46:39 GMT 2023","Fri Nov 24 10:46:42 GMT 2023","2807","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Fri Nov 24 10:47:55 GMT 2023","Fri Nov 24 10:48:02 GMT 2023","6757","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"failed","Fri Nov 24 10:47:48 GMT 2023","Fri Nov 24 10:47:55 GMT 2023","6860","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Fri Nov 24 10:48:02 GMT 2023","Fri Nov 24 10:48:09 GMT 2023","6432","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"passed","Fri Nov 24 10:46:35 GMT 2023","Fri Nov 24 10:46:39 GMT 2023","4371","","Validação da home principal","","","","Deve validar o banner do portal",""
"passed","Fri Nov 24 10:46:27 GMT 2023","Fri Nov 24 10:46:33 GMT 2023","6479","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Fri Nov 24 10:47:06 GMT 2023","Fri Nov 24 10:47:12 GMT 2023","6110","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Fri Nov 24 10:46:59 GMT 2023","Fri Nov 24 10:47:06 GMT 2023","7194","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Fri Nov 24 10:46:14 GMT 2023","Fri Nov 24 10:46:21 GMT 2023","6239","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
