"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 13 10:54:33 GMT 2023","Wed Dec 13 10:54:36 GMT 2023","3351","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Wed Dec 13 10:55:51 GMT 2023","Wed Dec 13 10:55:57 GMT 2023","6726","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Wed Dec 13 10:54:06 GMT 2023","Wed Dec 13 10:54:13 GMT 2023","6934","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Wed Dec 13 10:55:44 GMT 2023","Wed Dec 13 10:55:51 GMT 2023","7024","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"failed","Wed Dec 13 10:56:04 GMT 2023","Wed Dec 13 10:56:11 GMT 2023","7166","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"failed","Wed Dec 13 10:56:18 GMT 2023","Wed Dec 13 10:56:25 GMT 2023","7213","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
"passed","Wed Dec 13 10:54:27 GMT 2023","Wed Dec 13 10:54:33 GMT 2023","5485","","Validação da home principal","","","","Deve validar o banner do portal",""
"passed","Wed Dec 13 10:53:56 GMT 2023","Wed Dec 13 10:54:06 GMT 2023","9447","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Wed Dec 13 10:55:22 GMT 2023","Wed Dec 13 10:55:26 GMT 2023","3588","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Wed Dec 13 10:56:34 GMT 2023","Wed Dec 13 10:56:43 GMT 2023","8637","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"failed","Wed Dec 13 10:55:27 GMT 2023","Wed Dec 13 10:55:37 GMT 2023","9241","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"failed","Wed Dec 13 10:56:11 GMT 2023","Wed Dec 13 10:56:18 GMT 2023","6629","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Wed Dec 13 10:55:00 GMT 2023","Wed Dec 13 10:55:13 GMT 2023","13147","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Wed Dec 13 10:55:37 GMT 2023","Wed Dec 13 10:55:44 GMT 2023","6919","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"passed","Wed Dec 13 10:55:13 GMT 2023","Wed Dec 13 10:55:22 GMT 2023","8811","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Wed Dec 13 10:54:13 GMT 2023","Wed Dec 13 10:54:19 GMT 2023","6573","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Wed Dec 13 10:56:25 GMT 2023","Wed Dec 13 10:56:32 GMT 2023","6956","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"passed","Wed Dec 13 10:54:19 GMT 2023","Wed Dec 13 10:54:26 GMT 2023","6580","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Wed Dec 13 10:55:57 GMT 2023","Wed Dec 13 10:56:04 GMT 2023","6681","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
