"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jan 30 10:38:16 GMT 2024","Tue Jan 30 10:38:24 GMT 2024","7991","","Validação do menu da home","","","","Validar menu sobre nós (example #1)",""
"failed","Tue Jan 30 10:38:31 GMT 2024","Tue Jan 30 10:38:38 GMT 2024","6340","","Validação do menu da home","","","","Validar menu sobre nós (example #3)",""
"passed","Tue Jan 30 10:38:12 GMT 2024","Tue Jan 30 10:38:15 GMT 2024","3217","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Tue Jan 30 10:39:12 GMT 2024","Tue Jan 30 10:39:18 GMT 2024","6580","","Validação do menu da home","","","","Validar menu sobre nós (example #9)",""
"passed","Tue Jan 30 10:37:51 GMT 2024","Tue Jan 30 10:38:03 GMT 2024","11733","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Jan 30 10:36:54 GMT 2024","Tue Jan 30 10:37:01 GMT 2024","6955","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Tue Jan 30 10:38:24 GMT 2024","Tue Jan 30 10:38:31 GMT 2024","6918","","Validação do menu da home","","","","Validar menu sobre nós (example #2)",""
"failed","Tue Jan 30 10:39:20 GMT 2024","Tue Jan 30 10:39:28 GMT 2024","7906","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Jan 30 10:38:03 GMT 2024","Tue Jan 30 10:38:12 GMT 2024","8750","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Tue Jan 30 10:38:38 GMT 2024","Tue Jan 30 10:38:45 GMT 2024","7384","","Validação do menu da home","","","","Validar menu sobre nós (example #4)",""
"passed","Tue Jan 30 10:37:20 GMT 2024","Tue Jan 30 10:37:24 GMT 2024","4562","","Validação da home principal","","","","Deve validar o banner do portal",""
"passed","Tue Jan 30 10:36:45 GMT 2024","Tue Jan 30 10:36:54 GMT 2024","8713","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Jan 30 10:37:01 GMT 2024","Tue Jan 30 10:37:11 GMT 2024","10200","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Tue Jan 30 10:38:52 GMT 2024","Tue Jan 30 10:38:58 GMT 2024","5831","","Validação do menu da home","","","","Validar menu sobre nós (example #6)",""
"passed","Tue Jan 30 10:37:24 GMT 2024","Tue Jan 30 10:37:28 GMT 2024","3274","","Validação da home principal","","","","Deve validar o banner axa seguradora oficial",""
"failed","Tue Jan 30 10:38:45 GMT 2024","Tue Jan 30 10:38:52 GMT 2024","7309","","Validação do menu da home","","","","Validar menu sobre nós (example #5)",""
"failed","Tue Jan 30 10:38:58 GMT 2024","Tue Jan 30 10:39:05 GMT 2024","6598","","Validação do menu da home","","","","Validar menu sobre nós (example #7)",""
"passed","Tue Jan 30 10:37:11 GMT 2024","Tue Jan 30 10:37:18 GMT 2024","6897","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Tue Jan 30 10:39:05 GMT 2024","Tue Jan 30 10:39:12 GMT 2024","6551","","Validação do menu da home","","","","Validar menu sobre nós (example #8)",""
